Measurement_date,Cohort,Spawning_date,Growout_Rack,Growout_Column,Growout_Trough,Length,Mass,Gonad Score,Predicted Sex,Notes
6/12/18,SF16-9A,3/2/16,3,A,1,14.3,0.35,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,64.2,19.80,1,M,
6/12/18,SF16-9A,3/2/16,3,A,1,11.7,0.18,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,42.4,7.51,1,M,
6/12/18,SF16-9A,3/2/16,3,A,1,36.7,4.19,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,79.7,29.86,1,F,
6/12/18,SF16-9A,3/2/16,3,A,1,56.8,19.02,1,F,
6/12/18,SF16-9A,3/2/16,3,A,1,16.8,0.46,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,10.3,0.36,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,9.4,0.18,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,44.0,9.94,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,24.4,1.00,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,8.0,0.10,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,17.3,0.45,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,13.4,0.22,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,27.0,2.27,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,25.1,1.84,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,46.8,12.93,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,27.7,2.64,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,6.2,0.03,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,37.7,5.39,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,56.9,18.86,1,F,
6/12/18,SF16-9A,3/2/16,3,A,1,45.8,5.64,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,33.6,4.87,0,,
6/12/18,SF16-9A,3/2/16,3,A,1,6.9,0.09,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,43.3,5.19,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,42.8,8.86,2,M,
6/12/18,SF16-9A,3/2/16,3,A,2,10.9,0.15,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,61.5,15.97,2,F,
6/12/18,SF16-9A,3/2/16,3,A,2,24.1,0.87,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,18.4,0.67,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,18.4,0.62,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,48.7,11.51,2,M,
6/12/18,SF16-9A,3/2/16,3,A,2,35.5,6.01,1,M,
6/12/18,SF16-9A,3/2/16,3,A,2,14.9,0.30,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,35.8,3.84,1,F,
6/12/18,SF16-9A,3/2/16,3,A,2,38.3,7.49,1,M,
6/12/18,SF16-9A,3/2/16,3,A,2,38.4,4.38,1,M,
6/12/18,SF16-9A,3/2/16,3,A,2,47.2,12.29,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,15.9,0.44,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,26.3,2.07,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,17.1,0.58,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,11.0,0.17,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,16.6,0.55,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,23.4,1.22,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,31.5,3.89,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,44.1,7.71,1,M,
6/12/18,SF16-9A,3/2/16,3,A,2,49.4,10.16,1,M,
6/12/18,SF16-9A,3/2/16,3,A,2,17.5,0.68,0,,
6/12/18,SF16-9A,3/2/16,3,A,2,14.5,0.44,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,67.0,22.40,2,M,
6/12/18,SF16-9B,3/2/16,3,A,3,38.2,6.39,1,F,
6/12/18,SF16-9B,3/2/16,3,A,3,44.9,9.91,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,16.0,0.45,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,16.4,0.47,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,10.2,0.12,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,10.6,0.02,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,10.5,0.32,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,13.0,0.42,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,32.9,3.25,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,13.3,0.36,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,11.1,0.24,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,10.6,0.27,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,47.4,7.24,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,30.3,2.32,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,33.5,4.86,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,18.1,0.62,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,24.8,1.92,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,36.3,3.35,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,45.4,7.59,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,55.5,15.91,2,M,
6/12/18,SF16-9B,3/2/16,3,A,3,14.4,0.43,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,13.4,0.28,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,22.7,1.11,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,34.3,4.33,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,20.6,0.68,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,20.6,0.73,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,19.4,1.03,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,45.7,9.21,1,F,
6/12/18,SF16-9B,3/2/16,3,A,3,28.6,2.04,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,56.2,11.64,1,F,
6/12/18,SF16-9B,3/2/16,3,A,3,10.7,0.12,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,32.8,3.48,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,26.5,2.47,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,25.6,2.21,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,31.6,2.33,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,23.4,1.12,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,16.0,0.39,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,37.2,3.61,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,13.6,0.31,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,49.6,9.40,1,F,
6/12/18,SF16-9B,3/2/16,3,A,3,50.9,17.21,2,M,
6/12/18,SF16-9B,3/2/16,3,A,3,25.7,2.16,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,17.3,0.47,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,8.3,0.14,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,10.0,0.12,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,13.8,0.35,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,9.7,0.17,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,24.0,1.14,0,,
6/12/18,SF16-9B,3/2/16,3,A,3,35.9,3.29,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,45.8,11.76,1,F,
6/12/18,SF16-9C,3/2/16,3,A,4,42.6,5.82,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,34.2,2.81,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,33.8,3.59,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,13.1,0.36,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,32.3,2.16,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,29.9,2.24,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,57.5,14.46,1,M,
6/12/18,SF16-9C,3/2/16,3,A,4,28.1,1.69,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,25.4,1.50,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,20.7,1.01,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,37.2,5.72,1,F,
6/12/18,SF16-9C,3/2/16,3,A,4,30.6,3.63,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,16.7,0.70,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,22.6,1.41,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,55.8,17.34,2,F,
6/12/18,SF16-9C,3/2/16,3,A,4,55.8,12.46,2,F,
6/12/18,SF16-9C,3/2/16,3,A,4,40.6,5.40,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,17.3,0.68,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,40.1,9.10,2,F,
6/12/18,SF16-9C,3/2/16,3,A,4,47.1,6.71,1,F,
6/12/18,SF16-9C,3/2/16,3,A,4,60.5,19.95,2,F,
6/12/18,SF16-9C,3/2/16,3,A,4,34.4,3.90,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,11.9,0.26,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,44.7,7.24,1,M,
6/12/18,SF16-9C,3/2/16,3,A,4,25.4,1.58,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,20.4,0.76,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,14.9,0.48,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,66.0,18.72,1,F,
6/12/18,SF16-9C,3/2/16,3,A,4,30.2,2.78,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,37.3,4.22,1,M,
6/12/18,SF16-9C,3/2/16,3,A,4,21.3,1.12,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,34.4,5.08,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,40.7,5.15,1,M,
6/12/18,SF16-9C,3/2/16,3,A,4,28.4,1.60,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,41.9,9.67,2,M,
6/12/18,SF16-9C,3/2/16,3,A,4,23.7,0.93,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,44.3,8.25,1,M,
6/12/18,SF16-9C,3/2/16,3,A,4,12.4,0.24,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,17.5,0.75,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,35.2,3.05,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,38.0,4.38,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,23.4,1.45,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,23.2,0.90,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,26.3,1.78,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,25.2,1.87,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,31.5,3.72,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,17.1,0.46,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,19.3,0.85,0,,
6/12/18,SF16-9C,3/2/16,3,A,4,22.9,0.81,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,64.1,17.85,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,52.0,9.74,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,40.4,7.59,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,62.3,30.70,1,F,
6/12/18,SF16-9D,3/2/16,3,B,2,53.4,15.46,1,F,
6/12/18,SF16-9D,3/2/16,3,B,2,41.5,6.64,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,60.7,12.28,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,36.9,6.27,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,39.2,8.39,1,F,
6/12/18,SF16-9D,3/2/16,3,B,2,49.3,15.74,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,13.9,0.25,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,37.3,3.52,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,34.5,3.77,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,41.1,6.42,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,17.7,0.39,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,21.6,1.13,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,47.3,8.73,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,35.9,5.20,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,50.4,10.46,1,F,
6/12/18,SF16-9D,3/2/16,3,B,2,64.1,18.88,2,M,
6/12/18,SF16-9D,3/2/16,3,B,2,37.6,6.10,1,F,
6/12/18,SF16-9D,3/2/16,3,B,2,55.5,11.46,1,M,
6/12/18,SF16-9D,3/2/16,3,B,2,21.0,1.10,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,18.6,0.70,0,,
6/12/18,SF16-9D,3/2/16,3,B,2,38.3,5.35,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,35.7,3.99,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,16.6,0.37,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,18.7,0.48,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,13.3,0.40,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,23.3,1.41,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,13.4,0.37,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,13.5,0.37,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,24.4,1.19,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,15.0,0.50,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,8.9,0.07,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,12.7,0.28,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,26.9,2.50,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,22.1,0.99,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,30.4,2.67,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,60.4,18.35,1,M,
6/12/18,SF16-9D,3/2/16,3,B,3,25.7,2.33,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,40.6,5.11,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,38.4,3.79,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,47.0,8.98,1,F,
6/12/18,SF16-9D,3/2/16,3,B,3,43.4,5.83,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,8.0,0.25,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,22.0,1.18,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,34.5,2.89,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,25.3,1.26,0,,
6/12/18,SF16-9D,3/2/16,3,B,3,23.1,1.64,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,52.5,12.30,2,M,
6/12/18,SF16-9E,3/2/16,3,B,4,32.8,2.88,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,14.8,0.53,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,25.6,1.18,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,16.0,0.34,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,26.3,2.07,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,12.0,0.18,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,11.2,0.15,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,8.7,0.11,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,37.4,4.13,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,38.8,5.68,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,15.7,0.33,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,12.2,0.30,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,16.0,0.48,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,26.5,1.71,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,17.9,0.74,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,35.1,4.88,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,32.0,5.03,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,37.9,3.80,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,25.1,2.02,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,35.2,5.06,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,24.9,1.59,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,28.5,2.65,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,18.0,0.57,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,21.1,1.24,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,25.0,1.26,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,23.6,1.57,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,16.9,0.50,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,18.4,0.57,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,42.1,5.30,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,33.4,4.75,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,24.7,1.96,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,26.5,1.37,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,26.7,1.38,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,10.4,0.18,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,15.6,0.36,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,22.3,0.97,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,29.6,3.44,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,16.6,0.35,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,16.8,0.38,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,21.7,0.86,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,13.2,0.42,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,41.5,6.90,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,16.1,0.44,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,12.1,0.20,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,12.3,0.16,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,18.0,0.82,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,25.3,1.49,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,37.0,6.98,0,,
6/12/18,SF16-9E,3/2/16,3,B,4,28.3,2.14,0,,
